0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,56,21,0,16,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,0,0,0,0,0,15,0,0,0,0,0,0,81,21,0,28,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,58,0,0,0,0,0,0,0,0,0,0,0,
